"cid","cmpdname","cmpdsynonym","mw","mf","polararea","complexity","xlogp","heavycnt","hbonddonor","hbondacc","rotbonds","inchi","isosmiles","inchikey","iupacname","meshheadings","annothits","annothitcnt","aids","cidcdate","sidsrcname","depcatg","annotation"
73556584,"Cyclohexylazanium;[2,3,4-trihydroxy-5-[[hydroxy(oxido)phosphoryl]oxymethyl]oxolan-2-yl]methyl phosphate","D-Fructose, 1,6-bis(dihydrogen phosphate), compd. with cyclohexanamine (1:3)",637.600,"C24H53N3O12P2",295.000,460.000,"",41,7,12,5,"InChI=1S/3C6H13N.C6H14O12P2/c3*7-6-4-2-1-3-5-6;7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3*6H,1-5,7H2;3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)","C1CCC(CC1)[NH3+].C1CCC(CC1)[NH3+].C1CCC(CC1)[NH3+].C(C1C(C(C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)(O)[O-]","AEQOOHKPTZNQCH-UHFFFAOYSA-N","cyclohexylazanium;[2,3,4-trihydroxy-5-[[hydroxy(oxido)phosphoryl]oxymethyl]oxolan-2-yl]methyl phosphate","","Names and Identifiers|Use and Manufacturing",2,"",20140508,"EPA Substance Registry Services|ToxPlanet","Governmental Organizations|Subscription Services",""
206,"Hexose","Hexopyranose|hexopyranoside|D-(+)-Mannose|6-(hydroxymethyl)oxane-2,3,4,5-tetrol|NSC8102|D-(+)-Galactose|42752-07-8|492-62-6|.beta.-D-Glucopyranose|Isobar: glucose,fructose,mannose,galactose|D-hexose|Hexopyranose #|.beta.-D-Glucose|.alpha.-D-Glucose|(2R,3S,4S,5S,6R)-6-(Hydroxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetraol|D(+)-Talose|.alpha.-D-Glucopyranose|D-(+)-Glucose, anhydrous|D(+)Glucose, Anhydrous|an aldopyranose|a pyranose|NSC-8102|Unknown Hexose|MFCD00151230|Allopyranose, D-|NCGC00159442-02|Carboxymethyl glucan|D-glucose anhydrous|Muscarinic toxin 2|Unknown Hexopyranose|Allose, D-|.alpha.-d-Galactose|Unknown Hexopyranoside|.alpha.-d-Galactopyranose|GALACTOSE, (D)|6-(hydroxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetrol|MolMap_000072|SCHEMBL34307|(2S,3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|CarboxyMethyl-ss-1,3-D-Glucan|SCHEMBL20094856|SCHEMBL21123450|DTXSID80858960|CHEBI:167473|HMS3373C02|HMS3373E09|HMS3744K13|26566-61-0|39392-65-9|579-36-2|BBL012219|MFCD02334750|NSC144657|NSC274237|NSC287045|SBB000211|STL163560|AKOS000119941|AKOS037503714|CCG-272298|MCULE-3577973754|NSC-144657|NSC-274237|NSC-287045|VA50492|DA-19781|ST018508|SY008815|SY015251|SY057403|VS-03240|6-methyloltetrahydropyran-2,3,4,5-tetrol|DB-051616|DB-055683|DB-112935|FT-0620872|FT-0622903|FT-0624357|FT-0624557|FT-0626726|FT-0627820|FT-0636415|FT-0639543|FT-0658143|FT-0661493|FT-0668994|FT-0694932|FT-0695367|FT-0772988|FT-0773891|1227-EP2275414A1|1227-EP2277880A1|1227-EP2292610A1|1227-EP2295439A1|1227-EP2295441A2|1227-EP2298767A1|1227-EP2298772A1|1227-EP2308839A1|1227-EP2311830A1|1227-EP2314585A1|1227-EP2314587A1|1253-EP2308840A1|3104-EP2277507A1|3104-EP2286795A1|3104-EP2292630A1|3104-EP2298728A1|3104-EP2301533A1|3104-EP2305668A1|3104-EP2305825A1|3104-EP2314593A1|7419-EP2305808A1|7419-EP2316974A1|C00738|114936-EP2270010A1|114936-EP2292593A2|114936-EP2298728A1|114937-EP2270010A1|114937-EP2292593A2|114937-EP2298728A1|196304-EP2272972A1|196304-EP2272973A1|196304-EP2277872A1|204179-EP2277867A2|204179-EP2280003A2|51DB4B86-692B-40EA-A7AD-4B20C8174CBE|D-(+)-Galactose (animal-origin free, vegetal-derived)|135317-04-3|175348-09-1",180.160,"C6H12O6",110.000,151.000,-2.600,12,5,6,1,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2","C(C1C(C(C(C(O1)O)O)O)O)O","WQZGKKKJIJFFOK-UHFFFAOYSA-N","6-(hydroxymethyl)oxane-2,3,4,5-tetrol","","Biological Test Results|Chemical and Physical Properties|Classification|Literature|Names and Identifiers|Patents|Use and Manufacturing",7,"155,157,161,165,167,175,192,248,256,328,880,881,894,1030,1379,1452,1457,1460,1463,1467,1468,1469,1471,1476,1477,1478,1479,1487,1490,1688,1766,1768,1865,1948,2101,2107,2112,2314,2315,2451,2472,2528,2546,2549,2551,2662,485281,485290,492961,504327,504332,504749,504832,504834,504847,504865,588579,602332,624030,624031,624032,624044,624170,624172,624173,624296,624297,1053175,1159583,1259309,1259311",20050325,"001Chemical|3WAY PHARM INC|AAA Chemistry|abcr GmbH|ABI Chem|Accela ChemBio Inc.|AKos Consulting & Solutions|Amadis Chemical|AN PharmaTech|Angel Pharmatech Ltd.|Aurora Fine Chemicals LLC|Biocore|BioCrick|BioCyc|BLD Pharm|BOC Sciences|Calbiochem|Center for Chemical Genomics, University of Michigan|ChEBI|Chem-Space.com Database|ChemBank|Chembase.cn|ChemDB|ChemMol|ChemSpider|ChemTik|China MainChem Co., Ltd|Clearsynth|Collaborative Drug Discovery, Inc.|CSNpharm|Debye Scientific Co., Ltd|DiscoveryGate|DTP/NCI|EMD Millipore|EPA DSSTox|EPA Substance Registry Services|Essentials of Glycobiology, 3rd edition|Finetech Industry Limited|GlyTouCan Project|Golm Metabolome Database (GMD), Max Planck Institute of Molecular Plant Physiology|Google Patents|IBM|ICCB-Longwood Screening Facility, Harvard Medical School|ISpharm|Japan Chemical Substance Dictionary (Nikkaji)|KEGG|Key Organics/BIONET|LabNetwork, a WuXi AppTec Company|LeadScope|LEAPCHEM|MassBank Europe|MassBank of North America (MoNA)|Mcule|MetabolomicsWorkbench|MolCore BioPharmatech|MolMall|MolPort|MP Biomedicals|MTDP|National Center for Advancing Translational Sciences (NCATS)|NextBio|NextMove Software|NIAID ChemDB|NIST Chemistry WebBook|NIST Mass Spectrometry Data Center|NORMAN Suspect List Exchange|NovoSeek|Parchem|PATENTSCOPE (WIPO)|Phion Ltd|Race Chemical|SCRIPDB|SLING Consortium|Smolecule|Springer Nature|SureChEMBL|THE BioTek|The Cambridge Structural Database|Thieme Chemistry|Thomson Pharma|TimTec|ToxPlanet|Vesino Industrial Co., Ltd|Vitas-M Laboratory|West Coast Metabolomics Center-UC Davis|Wiley","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
189150,"1,6-Di-O-phosphono-D-tagatose","1,6-di-O-phosphono-D-tagatose|D-Tagatose 1,6-diphosphate|keto-D-tagatose 1,6-bisphosphate|55529-38-9|CHEBI:49093|1,6-FRUCTOSE DIPHOSPHATE (LINEAR FORM)|keto-D-tagatose 1,6-bis(dihydrogen phosphate)|Tagatose 1,6-diphosphate|Hexosediphosphat|P6T|tagatose-1,6-bis(phosphate)|SCHEMBL328998|CHEMBL1235115|DTXSID30204099|ZINC4523255|DB02512|[(2R,3S,4S)-2,3,4-trihydroxy-5-oxo-6-phosphonooxyhexyl] dihydrogen phosphate|D-Tagatose 1,6-bis(dihydrogen phosphate)|Q27093497",340.120,"C6H14O12P2",211.000,410.000,-5.400,20,7,12,9,"InChI=1S/C6H14O12P2/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16)/t3-,5+,6-/m1/s1","C([C@H]([C@@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O","XPYBSIWDXQFNMH-PQLUHFTBSA-N","[(2R,3S,4S)-2,3,4-trihydroxy-5-oxo-6-phosphonooxyhexyl] dihydrogen phosphate","","Biological Test Results|Biomolecular Interactions and Pathways|Classification|Literature|Names and Identifiers|Patents",6,"1419069",20040916,"AAA Chemistry|ABI Chem|AKos Consulting & Solutions|ChEBI|Chembase.cn|ChEMBL|ChemIDplus|ChemSpider|ChemTik|Collaborative Drug Discovery, Inc.|DrugBank|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|Google Patents|ISpharm|Japan Chemical Substance Dictionary (Nikkaji)|Kingston Chemistry|MetabolomicsWorkbench|NCBI Structure|NextBio|NORMAN Suspect List Exchange|NovoSeek|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|Smolecule|Springer Nature|SureChEMBL|Thieme Chemistry|ToxPlanet|Wikidata|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
55254797,"1-Chloro-1-deoxy-alpha-D-fructofuranose","1-CHLORO-1-DEOXY-D-FRUCTOSE|32785-93-6|UNII-UM15XZ96TQ|UM15XZ96TQ|SCHEMBL528896|ZINC95495936|AKOS006291228|1-Chloro-1-deoxy-alpha-D-fructofuranose|K-7595|W-202345|(2S,3S,4S,5R)-2-(Chloromethyl)-5-(hydroxymethyl)tetrahydrofuran-2,3,4-triol|1932126-86-7",198.600,"C6H11ClO5",90.200,166.000,-1.600,12,4,5,2,"InChI=1S/C6H11ClO5/c7-2-6(11)5(10)4(9)3(1-8)12-6/h3-5,8-11H,1-2H2/t3-,4-,5+,6-/m1/s1","C([C@@H]1[C@H]([C@@H]([C@](O1)(CCl)O)O)O)O","WFVLTTZSPOCKHE-ARQDHWQXSA-N","(2S,3S,4S,5R)-2-(chloromethyl)-5-(hydroxymethyl)oxolane-2,3,4-triol","","Classification|Names and Identifiers|Patents",3,"",20120124,"AKos Consulting & Solutions|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|Biosynth Carbosynth|BLD Pharm|BOC Sciences|ChemIDplus|ChemMol|Combi-Blocks|FDA/SPL Indexing Data|Glentham Life Sciences Ltd.|SureChEMBL|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development",""
71777426,"N-(1-Deoxy-d-fructos-1-yl) leucine","N-(1-deoxy-d-fructos-1-yl) leucine|ZINC157394311|N-(1-Deoxy-D-fructose-1-yl)-L-leucine|J-019584|(2S)-4-methyl-2-[[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]pentanoic acid",293.310,"C12H23NO7",147.000,321.000,-4.000,20,6,8,10,"InChI=1S/C12H23NO7/c1-6(2)3-7(12(19)20)13-4-8(15)10(17)11(18)9(16)5-14/h6-7,9-11,13-14,16-18H,3-5H2,1-2H3,(H,19,20)/t7-,9+,10+,11+/m0/s1","CC(C)C[C@@H](C(=O)O)NCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","BUGJJLOUCDBMAS-AYHFEMFVSA-N","(2S)-4-methyl-2-[[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]pentanoic acid","","Literature|Names and Identifiers|Patents",3,"",20131113,"Biosynth Carbosynth|Chemieliva Pharmaceutical Co., Ltd|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|Springer Nature|ZINC","Chemical Vendors|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development",""
71777424,"N-(1-Deoxy-d-fructos-1-yl) alanine","SCHEMBL10601522|N-(1-deoxy-d-fructos-1-yl) alanine|ZINC157392514|N-(1-Deoxy-D-fructose-1-yl)-L-alanine|J-009804|(2S)-2-[[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]propanoic acid",251.230,"C9H17NO7",147.000,270.000,-5.300,17,6,8,8,"InChI=1S/C9H17NO7/c1-4(9(16)17)10-2-5(12)7(14)8(15)6(13)3-11/h4,6-8,10-11,13-15H,2-3H2,1H3,(H,16,17)/t4-,6+,7+,8+/m0/s1","C[C@@H](C(=O)O)NCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","MJRIHYBPSWPPOI-MLQRGLMKSA-N","(2S)-2-[[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]propanoic acid","","Literature|Names and Identifiers|Patents",3,"",20131113,"Biosynth Carbosynth|Chemieliva Pharmaceutical Co., Ltd|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|Springer Nature|SureChEMBL|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development",""
6904,"L-(-)-Sorbose","87-79-6|L-(-)-Sorbose|(3S,4R,5S)-1,3,4,5,6-pentahydroxyhexan-2-one|Sorbinose|keto-L-sorbose|Sorbin|L-Sorbinose|UNII-NV2001607Y|D(-)-Fructose|L-xylo-2-Hexulose|L(-)-Sorbose|CHEBI:13172|MFCD00151097|L-1,3,4,5,6-Pentahydroxyhexan-2-one|NV2001607Y|NSC 97195|L(-)-Sorbose, 98%|DSSTox_CID_28630|DSSTox_RID_82900|DSSTox_GSID_48704|57-48-7|CAS-87-79-6|HSDB 780|EINECS 201-771-8|sorbose;|AI3-19425|L-sorbose group|L-1,2,3,4,5,6-Pentahydroxyhexan-2-one|NCGC00166302-01|3615-39-2|Sol|Sorbose (VAN)|L-xylo-hex-2-ulose|SCHEMBL32845|CHEMBL1615232|DTXSID1048704|Sorbose, L- (VAN) (8CI)|Tox21_113100|ANW-38906|s5338|ZINC90225648|AKOS016843833|Tox21_113100_1|CCG-266425|CS-W020980|EBD2205177|HY-W040240|NCGC00344523-01|AK-43999|AS-35336|Q378611|L-(-)-Sorbose, for biotechnological purposes, >=98.0% (sum of enantiomers, HPLC)",180.160,"C6H12O6",118.000,147.000,-3.200,12,5,6,5,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5+,6+/m0/s1","C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O","BJHIKXHVCXFQLS-OTWZMJIISA-N","(3S,4R,5S)-1,3,4,5,6-pentahydroxyhexan-2-one","Sorbose","Biological Test Results|Biomolecular Interactions and Pathways|Chemical and Physical Properties|Classification|Drug and Medication Information|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry|Toxicity|Use and Manufacturing|Biological Test Results: Micromolar",12,"2517,651631,651632,651633,651634,652048,652051,686978,686979,720516,720532,720533,720552,720634,720635,720637,720674,720675,720678,720679,720680,720681,720682,720683,720684,720685,720686,720687,720691,720692,720693,720719,720725,743012,743014,743015,743033,743035,743036,743040,743041,743042,743053,743054,743063,743064,743065,743066,743067,743069,743074,743075,743077,743078,743079,743080,743081,743083,743084,743085,743086,743091,743094,743122,743139,743140,743191,743194,743199,743202,743203,743209,743210,743211,743212,743213,743215,743217,743218,743219,743220,743221,743222,743223,743224,743225,743226,743227,743228,743239,743240,743241,743242,743244,1117298,1117304,1117305,1117310,1117312,1117314,1117326,1117329,1117336,1117340,1117341,1117342,1117343,1117346,1159509,1159515,1159516,1159517,1159518,1159519,1159520,1159521,1159523,1159525,1159526,1159527,1159528,1159529,1159531,1159551,1159552,1159553,1159555,1159614,1224834,1224835,1224836,1224837,1224838,1224839,1224840,1224841,1224842,1224843,1224844,1224845,1224846,1224847,1224848,1224849,1224857,1224859,1224867,1224868,1224869,1224870,1224871,1224872,1224873,1224874,1224875,1224876,1224877,1224878,1224879,1224880,1224881,1224882,1224883,1224884,1224885,1224886,1224887,1224888,1224889,1224890,1224892,1224893,1224894,1224895,1224896,1259241,1259242,1259243,1259244,1259247,1259248,1259344,1259364,1259365,1259366,1259367,1259368,1259369,1259377,1259378,1259379,1259380,1259381,1259382,1259383,1259384,1259385,1259386,1259387,1259388,1259390,1259391,1259392,1259393,1259394,1259395,1259396,1259400,1259401,1259402,1259403,1259404,1296008,1296009,1345084,1345199,1346378,1346428,1346784,1346795,1346798,1346799,1346824,1346829,1346859,1346877,1346891,1346924,1346977,1346978,1346979,1346980,1346981,1346982,1346986,1346987,1347030,1347031,1347032,1347033,1347034,1347035,1347036,1347037,1347038,1347053,1347055,1347082,1347083,1347085,1347086,1347089,1347090,1347091,1347092,1347093,1347094,1347095,1347096,1347097,1347098,1347099,1347100,1347101,1347102,1347103,1347104,1347105,1347106,1347107,1347108,1347154,1347395,1347397,1347398,1347399,1347407,1347424,1347425,1479145,1479147,1479149,1479150,1508616",20040916,"3B Scientific (Wuhan) Corp|A&J Pharmtech CO., LTD.|AA BLOCKS|AAA Chemistry|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|ABI Chem|Acadechem|Acros Organics|AHH Chemical co.,ltd|AKos Consulting & Solutions|Alichem|Ambeed|Ambinter|Angene Chemical|Anward|Ark Pharm, Inc.|Aurora Fine Chemicals LLC|BePharm Ltd.|BioCyc|BLD Pharm|Center for Chemical Genomics, University of Michigan|ChEBI|Chem-Space.com Database|Chembase.cn|ChEMBL|Chemenu Inc.|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemMol|ChemSpider|ChemTik|Combi-Blocks|CSNpharm|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|eInhibitors|eNovation Chemicals|EPA DSSTox|FDA/SPL Indexing Data|Founder Pharma|Glentham Life Sciences Ltd.|Google Patents|Hairui Chemical|Japan Chemical Substance Dictionary (Nikkaji)|Key Organics/BIONET|King Scientific|LabNetwork, a WuXi AppTec Company|labseeker|LeadScope|LGC Standards|MassBank Europe|MassBank of North America (MoNA)|Matrix Scientific|MedChemexpress MCE|MetabolomicsWorkbench|Molepedia|MolPort|MuseChem|NCBI Structure|NextBio|NextMove Software|NORMAN Suspect List Exchange|Norris Pharm|NovoSeek|Oakwood Products|OXCHEM CORPORATION|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|Selleck Chemicals|Sigma-Aldrich|Sinfoo Biotech|Springer Nature|SureChEMBL|Syntree|THE BioTek|Thieme Chemistry|Thomson Pharma|Tox21|ToxPlanet|Tractus|VladaChem|Wikidata|Win-Win Chemical|Wolves R&D chemical|Wubei-Biochem|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
3082392,"Lactose-lysine","Lactose-lysine|Lactulose-lysine|epsilon-(Deoxylactulose)lysine|epsilon-N-1-(1-Deoxylactulosyl)lysine|2-amino-6-[[3,5,6-trihydroxy-2-oxo-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexyl]amino]hexanoic acid|34326-63-1|D-Fructose, 1-((5-amino-5-carboxypentyl)amino)-1-deoxy-4-O-beta-D-galactopyranosyl-, (S)-",470.500,"C18H34N2O12",253.000,582.000,-7.100,32,10,14,15,"InChI=1S/C18H34N2O12/c19-8(17(29)30)3-1-2-4-20-5-9(23)12(25)16(10(24)6-21)32-18-15(28)14(27)13(26)11(7-22)31-18/h8,10-16,18,20-22,24-28H,1-7,19H2,(H,29,30)","C(CCNCC(=O)C(C(C(CO)O)OC1C(C(C(C(O1)CO)O)O)O)O)CC(C(=O)O)N","XVJNMIGVIYENHK-UHFFFAOYSA-N","2-amino-6-[[3,5,6-trihydroxy-2-oxo-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexyl]amino]hexanoic acid","","Classification|Literature|Names and Identifiers|Patents",4,"",20050809,"ABI Chem|ChemIDplus|ChemSpider|Google Patents|NextBio|NovoSeek|ToxPlanet","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
439394,"D-Fructofuranose 1-phosphate","D-fructofuranose 1-phosphate|1-O-phosphono-D-fructofuranose|D-fructose-1-phosphate|D-fructofuranose 1-(dihydrogen phosphate)|bmse000254|CHEBI:37515|C01094|Q27104412",260.140,"C6H13O9P",157.000,290.000,-3.900,16,6,9,4,"InChI=1S/C6H13O9P/c7-1-3-4(8)5(9)6(10,15-3)2-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/t3-,4-,5+,6?/m1/s1","C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)O","RHKKZBWRNHGJEZ-VRPWFDPXSA-N","[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate","","Biomolecular Interactions and Pathways|Chemical and Physical Properties|Classification|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry",7,"",20050624,"3B Scientific (Wuhan) Corp|abcr GmbH|ABI Chem|Alfa Chemistry|Anward|BioCyc|Biological Magnetic Resonance Data Bank (BMRB)|BLD Pharm|BOC Sciences|ChEBI|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|Glentham Life Sciences Ltd.|Google Patents|KEGG|MassBank Europe|MassBank of North America (MoNA)|MetabolomicsWorkbench|MuseChem|NextBio|NORMAN Suspect List Exchange|NovoSeek|Tractus|Wikidata|WikiPathways|Wubei-Biochem","Chemical Vendors|Curation Efforts|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
439559,"Palatinose","Palatinose|Isomaltulose|6-O-alpha-D-Glucopyranosyl-D-fructofuranose|Isomaltulose hydrate|Palatinose hydrate|(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(((2R,3S,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)methoxy)tetrahydro-2H-pyran-3,4,5-triol|15132-06-6|58166-27-1|Glc(alpha1-6)Fru|D-Fructose, 6-O-.alpha.-D-glucopyranosyl-|SCHEMBL118910|CHEBI:18394|DTXSID90929736|6-O-Hexopyranosylhex-2-ulofuranose|7609AH|MFCD00076094|STL565150|MCULE-6232746752|6-O--D-glucopyranosyl-D-fructofuranose|(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[(2R,3S,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methoxy]oxane-3,4,5-triol|6-O-  -D-glucopyranosyl-D-fructofuranose|P1234|C01742|J-006975|Q27103048|(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[(2R,3S,4S)-5-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxolan-2-yl]methoxy]oxane-3,4,5-triol|(2R,3S,4S,5R,6S)-2-methylol-6-[[(2R,3S,4S)-3,4,5-trihydroxy-5-methylol-tetrahydrofuran-2-yl]methoxy]tetrahydropyran-3,4,5-triol|1257873-20-3",342.300,"C12H22O11",190.000,395.000,-4.300,23,8,11,5,"InChI=1S/C12H22O11/c13-1-4-6(15)8(17)9(18)11(22-4)21-2-5-7(16)10(19)12(20,3-14)23-5/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11+,12?/m1/s1","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H](C(O2)(CO)O)O)O)O)O)O)O","PVXPPJIGRGXGCY-TZLCEDOOSA-N","(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[(2R,3S,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methoxy]oxane-3,4,5-triol","","Chemical and Physical Properties|Classification|Drug and Medication Information|Food Additives and Ingredients|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry",8,"",20040916,"3B Scientific (Wuhan) Corp|abcr GmbH|ABI Chem|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Aurora Fine Chemicals LLC|BioCyc|Biosynth Carbosynth|BLD Pharm|BOC Sciences|CCSbase|ChEBI|Chem-Space.com Database|Chembase.cn|ChemExper Chemical Directory|ChemIDplus|ChemSpider|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|Glentham Life Sciences Ltd.|GlyTouCan Project|Google Patents|Hairui Chemical|IBM|iChemical Technology USA Inc|Japan Chemical Substance Dictionary (Nikkaji)|KEGG|LabNetwork, a WuXi AppTec Company|MassBank Europe|MassBank of North America (MoNA)|Mcule|MetabolomicsWorkbench|MolPort|NextBio|NextMove Software|NIST Mass Spectrometry Data Center|NORMAN Suspect List Exchange|PATENTSCOPE (WIPO)|Phion Ltd|Sigma-Aldrich|Sinfoo Biotech|Smolecule|Springer Nature|SureChEMBL|TCI (Tokyo Chemical Industry)|THE BioTek|Thomson Pharma|ToxPlanet|Vitas-M Laboratory|VladaChem|Wikidata|Win-Win Chemical","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
3281376,"1,6-Di-O-phosphonohex-2-ulose","D-Fructose, 1,6-bis(dihydrogen phosphate)|SCHEMBL15039691|1,6-di-O-phosphonohex-2-ulose",340.120,"C6H14O12P2",211.000,410.000,-5.400,20,7,12,9,"InChI=1S/C6H14O12P2/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16)","C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O","XPYBSIWDXQFNMH-UHFFFAOYSA-N","(2,3,4-trihydroxy-5-oxo-6-phosphonooxyhexyl) dihydrogen phosphate","","Patents",1,"",20050906,"001Chemical|3WAY PHARM INC|ABI Chem|AKos Consulting & Solutions|Amadis Chemical|Ambinter|Angel Pharmatech Ltd.|Angene Chemical|Ark Pharm, Inc.|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BOC Sciences|Chem-Space.com Database|Chembase.cn|ChemDB|ChemSpider|CSNpharm|Debye Scientific Co., Ltd|EPA Substance Registry Services|Finetech Industry Limited|LEAPCHEM|MolCore BioPharmatech|MP Biomedicals|NextBio|NORMAN Suspect List Exchange|NovoSeek|PATENTSCOPE (WIPO)|SCRIPDB|Sigma-Aldrich|SureChEMBL|Thomson Pharma|ToxPlanet|Vesino Industrial Co., Ltd","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
20484,"Fructosamine","FRUCTOSAMINE|D-Isoglucosamine|4429-04-3|(2R,3S,4R,5R)-2-(aminomethyl)oxane-2,3,4,5-tetrol|D-Fructose, 1-amino-1-deoxy-|1-Amino-1-deoxy-beta-D-fructopyranose|Q289357",179.170,"C6H13NO5",116.000,166.000,-3.100,12,5,6,1,"InChI=1S/C6H13NO5/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,8-11H,1-2,7H2/t3-,4-,5+,6-/m1/s1","C1[C@H]([C@H]([C@@H]([C@](O1)(CN)O)O)O)O","IXZISFNWUWKBOM-ARQDHWQXSA-N","(2R,3S,4R,5R)-2-(aminomethyl)oxane-2,3,4,5-tetrol","Fructosamine","Biomolecular Interactions and Pathways|Chemical and Physical Properties|Classification|Literature|Names and Identifiers|Patents",6,"",20050808,"ABI Chem|ChemIDplus|ChemSpider|ChemTik|Comparative Toxicogenomics Database (CTD)|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|GlyTouCan Project|Google Patents|Human Metabolome Database (HMDB)|Japan Chemical Substance Dictionary (Nikkaji)|MetabolomicsWorkbench|NCBI Structure|NextBio|NextMove Software|NovoSeek|Thomson Pharma|Wikidata|WikiPathways","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
